FECHA (YYMMDD),HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
140302,1500,9,,
140302,1600,10,,
140302,1700,11,,
140302,1800,12,,
140302,1900,13,,
140302,2000,13,,
140302,2100,11,,
140302,2200,8,,
140302,2300,6,,
140303,0,9,,
140303,100,5,,
140303,200,7,,
140303,300,6,,
140303,400,5,,
140303,500,9,,
140303,600,7,,
140303,700,4,,
140303,800,5,,
140303,900,13,,
140303,1000,13,,
140303,1100,12,,
140303,1200,15,,
140303,1300,16,,
140303,1400,10,,
140303,1500,10,,
140303,1600,10,,
140303,1700,9,,
140303,1800,7,,
140303,1900,13,,
140303,2000,17,,
140303,2100,16,,
140303,2200,14,,
140303,2300,24,,
140304,0,21,,
140304,100,22,,
140304,200,16,,
140304,300,12,,
140304,400,16,,
140304,500,12,,
140304,600,25,,
140304,700,19,,
140304,800,42,,
140304,900,12,,
140304,1000,15,,
140304,1100,10,,
140304,1200,16,,
140304,1300,12,,
140304,1400,11,,
140304,1500,13,,
140304,1600,14,,
140304,1700,14,,
140304,1800,12,,
140304,1900,14,,
140304,2000,12,,
140304,2100,24,,
140304,2200,12,,
140304,2300,8,,
140305,0,8,,
140305,100,7,,
140305,200,6,,
140305,300,8,,
140305,400,8,,
140305,500,12,,
140305,600,8,,
140305,700,7,,
140305,800,9,,
140305,900,9,,
140305,1000,10,,
140305,1100,16,,
140305,1200,4,,
140305,1300,4,,
140305,1400,15,,
140305,1500,4,,
140305,1600,9,,
140305,1700,10,,
140305,1800,11,,
140305,1900,12,,
140305,2000,12,,
140305,2100,20,,
140305,2200,14,,
140305,2300,10,,
140306,0,14,,
140306,100,9,,
140306,200,7,,
140306,300,12,,
140306,400,12,,
140306,500,9,,
140306,600,12,,
140306,700,44,,
140306,800,43,,
140306,900,13,,
140306,1000,14,,
140306,1100,13,,
140306,1200,16,,
140306,1300,7,,
140306,1400,13,,
140306,1500,16,,
140306,1600,12,,
140306,1700,17,,
140306,1800,11,,
140306,1900,15,,
140306,2000,18,,
140306,2100,23,,
140306,2200,20,,
140306,2300,16,,
140307,0,9,,
140307,100,10,,
140307,200,10,,
140307,300,9,,
140307,400,6,,
140307,500,11,,
140307,600,30,,
140307,700,29,,
140307,800,14,,
140307,900,9,,
140307,1000,9,,
140307,1100,10,,
140307,1200,9,,
140307,1300,8,,
140307,1400,5,,
140307,1500,16,,
140307,1600,12,,
140307,1700,18,,
140307,1800,12,,
140307,1900,16,,
140307,2000,13,,
140307,2100,33,,
140307,2200,23,,
140307,2300,20,,
140308,0,12,,
140308,100,10,,
140308,200,9,,
140308,300,11,,
140308,400,9,,
140308,500,9,,
140308,600,18,,
140308,700,21,,
140308,800,39,,
140308,900,31,,
140308,1000,36,,
140308,1100,28,,
140308,1200,35,,
140308,1300,22,,
140308,1400,26,,
140308,1500,28,,
140308,1600,17,,
140308,1700,18,,
140308,1800,12,,
140308,1900,17,,
140308,2000,21,,
140308,2100,41,,
140308,2200,37,,
140308,2300,10,,
140309,0,9,,
140309,100,12,,
140309,200,8,,
140309,300,9,,
140309,400,9,,
140309,500,9,,
140309,600,10,,
140309,700,22,,
140309,800,17,,
140309,900,14,,
140309,1000,4,,
140309,1100,7,,
140309,1200,7,,
140309,1300,5,,
140309,1400,9,,
140309,1500,5,,
140309,1600,4,,
140309,1700,8,,
140309,1800,7,,
140309,1900,6,,
140309,2000,15,,
140309,2100,20,,
140309,2200,38,,
140309,2300,24,,
140310,0,18,,
140310,100,20,,
140310,200,18,,
140310,300,18,,
140310,400,14,,
140310,500,8,,
140310,600,26,,
140310,700,32,,
140310,800,22,,
140310,900,17,,
140310,1000,20,,
140310,1100,14,,
140310,1200,9,,
140310,1300,7,,
140310,1400,9,,
140310,1500,9,,
140310,1600,,,916
140310,1700,28,,
140310,1800,35,,
140310,1900,33,,
140310,2000,35,,
140310,2100,22,,
140310,2200,19,,
140310,2300,12,,
140311,0,12,,
140311,100,9,,
140311,200,14,,
140311,300,9,,
140311,400,14,,
140311,500,11,,
140311,600,17,,
140311,700,38,,
140311,800,13,,
140311,900,11,,
140311,1000,9,,
140311,1100,9,,
140311,1200,7,,
140311,1300,8,,
140311,1400,7,,
140311,1500,5,,
140311,1600,7,,
140311,1700,7,,
140311,1800,9,,
140311,1900,8,,
140311,2000,10,,
140311,2100,10,,
140311,2200,7,,
140311,2300,7,,
140312,0,9,,
140312,100,10,,
140312,200,9,,
140312,300,9,,
140312,400,6,,
140312,500,6,,
140312,600,15,,
140312,700,16,,
140312,800,8,,
140312,900,18,,
140312,1000,18,,
140312,1100,9,,
140312,1200,9,,
140312,1300,7,,
140312,1400,7,,
140312,1500,10,,
140312,1600,13,,
140312,1700,14,,
140312,1800,9,,
140312,1900,16,,
140312,2000,29,,
140312,2100,23,,
140312,2200,13,,
140312,2300,16,,
140313,0,9,,
140313,100,7,,
140313,200,7,,
140313,300,12,,
140313,400,11,,
140313,500,24,,
140313,600,25,,
140313,700,30,,
140313,800,18,,
140313,900,11,,
140313,1000,13,,
140313,1100,12,,
140313,1200,6,,
140313,1300,7,,
140313,1400,9,,
140313,1500,9,,
140313,1600,24,,
140313,1700,16,,
140313,1800,14,,
140313,1900,16,,
140313,2000,20,,
140313,2100,18,,
140313,2200,13,,
140313,2300,16,,
140314,0,14,,
140314,100,7,,
140314,200,7,,
140314,300,9,,
140314,400,9,,
140314,500,13,,
140314,600,9,,
140314,700,16,,
140314,800,18,,
140314,900,20,,
140314,1000,16,,
140314,1100,17,,
140314,1200,15,,
140314,1300,9,,
140314,1400,10,,
140314,1500,7,,
140314,1600,25,,
140314,1700,11,,
140314,1800,15,,
140314,1900,23,,
140314,2000,18,,
140314,2100,9,,
140314,2200,10,,
140314,2300,16,,
140315,0,4,,
140315,100,4,,
140315,200,5,,
140315,300,7,,
140315,400,6,,
140315,500,8,,
140315,600,9,,
140315,700,10,,
140315,800,12,,
140315,900,14,,
140315,1000,14,,
140315,1100,9,,
140315,1200,11,,
140315,1300,9,,
140315,1400,7,,
140315,1500,11,,
140315,1600,13,,
140315,1700,8,,
140315,1800,16,,
140315,1900,18,,
140315,2000,28,,
140315,2100,22,,
140315,2200,21,,
140315,2300,14,,
140316,0,9,,
140316,100,12,,
140316,200,12,,
140316,300,13,,
140316,400,12,,
140316,500,9,,
140316,600,7,,
140316,700,10,,
140316,800,28,,
140316,900,17,,
140316,1000,26,,
140316,1100,17,,
140316,1200,10,,
140316,1300,11,,
140316,1400,14,,
140316,1500,16,,
140316,1600,11,,
140316,1700,10,,
140316,1800,18,,
140316,1900,18,,
140316,2000,28,,
140316,2100,26,,
140316,2200,22,,
140316,2300,29,,
140317,0,35,,
140317,100,43,,
140317,200,13,,
140317,300,10,,
140317,400,21,,
140317,500,22,,
140317,600,14,,
140317,700,17,,
140317,800,17,,
140317,900,11,,
140317,1000,19,,
140317,1100,16,,
140317,1200,16,,
140317,1300,4,,
140317,1400,14,,
140317,1500,14,,
140317,1600,7,,
140317,1700,7,,
140317,1800,12,,
140317,1900,20,,
140317,2000,19,,
140317,2100,24,,
140317,2200,37,,
140317,2300,28,,
140318,0,26,,
140318,100,30,,
140318,200,26,,
140318,300,21,,
140318,400,14,,
140318,500,33,,
140318,600,30,,
140318,700,58,,
140318,800,40,,
140318,900,17,,
140318,1000,,,925
140318,1100,18,,
140318,1200,35,,
140318,1300,13,,
140318,1400,9,,
140318,1500,12,,
140318,1600,18,,
140318,1700,22,,
140318,1800,42,,
140318,1900,50,,
140318,2000,37,,
140318,2100,24,,
140318,2200,19,,
140318,2300,16,,
140319,0,12,,
140319,100,11,,
140319,200,9,,
140319,300,12,,
140319,400,7,,
140319,500,7,,
140319,600,13,,
140319,700,11,,
140319,800,16,,
140319,900,17,,
140319,1000,18,,
140319,1100,19,,
140319,1200,12,,
140319,1300,16,,
140319,1400,16,,
140319,1500,9,,
140319,1600,21,,
140319,1700,22,,
140319,1800,26,,
140319,1900,41,,
140319,2000,56,,
140319,2100,108,,
140319,2200,36,,
140319,2300,24,,
140320,0,18,,
140320,100,18,,
140320,200,11,,
140320,300,8,,
140320,400,9,,
140320,500,7,,
140320,600,12,,
140320,700,19,,
140320,800,28,,
140320,900,34,,
140320,1000,39,,
140320,1100,51,,
140320,1200,22,,
140320,1300,12,,
140320,1400,9,,
140320,1500,28,,
140320,1600,22,,
140320,1700,20,,
140320,1800,24,,
140320,1900,66,,
140320,2000,74,,
140320,2100,125,,
140320,2200,180,,
140320,2300,144,,
140321,0,114,,
140321,100,96,,
140321,200,27,,
140321,300,30,,
140321,400,19,,
140321,500,22,,
140321,600,28,,
140321,700,48,,
140321,800,16,,
140321,900,18,,
140321,1000,14,,
140321,1100,13,,
140321,1200,14,,
140321,1300,10,,
140321,1400,12,,
140321,1500,16,,
140321,1600,22,,
140321,1700,36,,
140321,1800,33,,
140321,1900,44,,
140321,2000,62,,
140321,2100,115,,
140321,2200,66,,
140321,2300,39,,
140322,0,50,,
140322,100,34,,
140322,200,14,,
140322,300,21,,
140322,400,15,,
140322,500,17,,
140322,600,33,,
140322,700,41,,
140322,800,18,,
140322,900,18,,
140322,1000,10,,
140322,1100,14,,
140322,1200,20,,
140322,1300,15,,
140322,1400,16,,
140322,1500,50,,
140322,1600,30,,
140322,1700,16,,
140322,1800,24,,
140322,1900,41,,
140322,2000,36,,
140322,2100,39,,
140322,2200,30,,
140322,2300,24,,
140323,0,30,,
140323,100,35,,
140323,200,26,,
140323,300,18,,
140323,400,20,,
140323,500,24,,
140323,600,17,,
140323,700,18,,
140323,800,19,,
140323,900,22,,
140323,1000,14,,
140323,1100,12,,
140323,1200,10,,
140323,1300,9,,
140323,1400,6,,
140323,1500,12,,
140323,1600,9,,
140323,1700,23,,
140323,1800,24,,
140323,1900,18,,
140323,2000,16,,
140323,2100,24,,
140323,2200,16,,
140323,2300,19,,
140324,0,15,,
140324,100,22,,
140324,200,21,,
140324,300,9,,
140324,400,12,,
140324,500,9,,
140324,600,32,,
140324,700,37,,
140324,800,19,,
140324,900,18,,
140324,1000,,,906
140324,1100,5,,
140324,1200,6,,
140324,1300,4,,
140324,1400,,,907
140324,1500,4,,
140324,1600,14,,
140324,1700,14,,
140324,1800,25,,
140324,1900,32,,
140324,2000,21,,
140324,2100,20,,
140324,2200,18,,
140324,2300,21,,
140325,0,20,,
140325,100,19,,
140325,200,14,,
140325,300,17,,
140325,400,22,,
140325,500,19,,
140325,600,29,,
140325,700,68,,
140325,800,33,,
140325,900,11,,
140325,1000,12,,
140325,1100,11,,
140325,1200,8,,
140325,1300,4,,
140325,1400,4,,
140325,1500,9,,
140325,1600,12,,
140325,1700,28,,
140325,1800,22,,
140325,1900,27,,
140325,2000,38,,
140325,2100,41,,
140325,2200,39,,
140325,2300,38,,
140326,0,36,,
140326,100,29,,
140326,200,25,,
140326,300,23,,
140326,400,21,,
140326,500,23,,
140326,600,44,,
140326,700,79,,
140326,800,61,,
140326,900,54,,
140326,1000,37,,
140326,1100,32,,
140326,1200,7,,
140326,1300,4,,
140326,1400,5,,
140326,1500,7,,
140326,1600,31,,
140326,1700,19,,
140326,1800,30,,
140326,1900,34,,
140326,2000,35,,
140326,2100,19,,
140326,2200,16,,
140326,2300,8,,
140327,0,8,,
140327,100,14,,
140327,200,9,,
140327,300,9,,
140327,400,11,,
140327,500,9,,
140327,600,14,,
140327,700,9,,
140327,800,16,,
140327,900,22,,
140327,1000,23,,
140327,1100,39,,
140327,1200,43,,
140327,1300,31,,
140327,1400,20,,
140327,1500,34,,
140327,1600,46,,
140327,1700,58,,
140327,1800,42,,
140327,1900,41,,
140327,2000,26,,
140327,2100,15,,
140327,2200,16,,
140327,2300,4,,
140328,0,9,,
140328,100,8,,
140328,200,7,,
140328,300,5,,
140328,400,5,,
140328,500,6,,
140328,600,9,,
140328,700,23,,
140328,800,26,,
140328,900,40,,
140328,1000,30,,
140328,1100,35,,
140328,1200,34,,
140328,1300,34,,
140328,1400,24,,
140328,1500,25,,
140328,1600,57,,
140328,1700,95,,
140328,1800,63,,
140328,1900,62,,
140328,2000,60,,
140328,2100,70,,
140328,2200,36,,
140328,2300,28,,
140329,0,19,,
140329,100,8,,
140329,200,8,,
140329,300,4,,
140329,400,4,,
140329,500,4,,
140329,600,5,,
140329,700,7,,
140329,800,14,,
140329,900,17,,
140329,1000,22,,
140329,1100,26,,
140329,1200,29,,
140329,1300,30,,
140329,1400,22,,
140329,1500,22,,
140329,1600,29,,
140329,1700,26,,
140329,1800,18,,
140329,1900,17,,
140329,2000,24,,
140329,2100,43,,
140329,2200,49,,
140329,2300,21,,
140330,0,12,,
140330,100,8,,
140330,200,4,,
140330,300,5,,
140330,400,5,,
140330,500,4,,
140330,600,4,,
140330,700,4,,
140330,800,15,,
140330,900,25,,
140330,1000,34,,
140330,1100,30,,
140330,1200,16,,
140330,1300,22,,
140330,1400,18,,
140330,1500,29,,
140330,1600,39,,
140330,1700,65,,
140330,1800,58,,
140330,1900,74,,
140330,2000,27,,
140330,2100,20,,
140330,2200,14,,
140330,2300,12,,
140331,0,7,,
140331,100,4,,
140331,200,9,,
140331,300,9,,
140331,400,5,,
140331,500,4,,
140331,600,8,,
140331,700,17,,
140331,800,18,,
140331,900,27,,
140331,1000,35,,
140331,1100,63,,
140331,1200,49,,
140331,1300,33,,
140331,1400,28,,
140331,1500,51,,
140331,1600,43,,
140331,1700,62,,
140331,1800,64,,
140331,1900,100,,
140331,2000,164,,
140331,2100,161,,
140331,2200,138,,
140331,2300,55,,
140401,0,26,,
140401,100,62,,
140401,200,24,,
140401,300,24,,
140401,400,24,,
140401,500,14,,
140401,600,20,,
140401,700,31,,
140401,800,42,,
140401,900,55,,
140401,1000,50,,
140401,1100,25,,
140401,1200,16,,
140401,1300,9,,
140401,1400,9,,
140401,1500,8,,
140401,1600,10,,
140401,1700,12,,
140401,1800,24,,
140401,1900,55,,
140401,2000,152,,
140401,2100,172,,
140401,2200,297,,
140401,2300,243,,
140402,0,167,,
140402,100,104,,
140402,200,33,,
140402,300,16,,
140402,400,16,,
140402,500,10,,
140402,600,37,,
140402,700,30,,
140402,800,54,,
140402,900,54,,
140402,1000,41,,
140402,1100,37,,
140402,1200,33,,
140402,1300,9,,
140402,1400,6,,
140402,1500,7,,
140402,1600,15,,
140402,1700,9,,
140402,1800,13,,
140402,1900,30,,
140402,2000,27,,
140402,2100,36,,
140402,2200,28,,
140402,2300,40,,
140403,0,25,,
140403,100,44,,
140403,200,16,,
140403,300,6,,
140403,400,4,,
140403,500,4,,
140403,600,8,,
140403,700,13,,
140403,800,17,,
140403,900,16,,
140403,1000,21,,
140403,1100,30,,
140403,1200,29,,
140403,1300,27,,
140403,1400,24,,
140403,1500,43,,
140403,1600,44,,
140403,1700,39,,
140403,1800,46,,
140403,1900,102,,
140403,2000,54,,
140403,2100,41,,
140403,2200,50,,
140403,2300,37,,
140404,0,31,,
140404,100,56,,
140404,200,45,,
140404,300,36,,
140404,400,41,,
140404,500,37,,
140404,600,34,,
140404,700,33,,
140404,800,22,,
140404,900,26,,
140404,1000,16,,
140404,1100,12,,
140404,1200,8,,
140404,1300,7,,
140404,1400,10,,
140404,1500,4,,
140404,1600,4,,
140404,1700,17,,
140404,1800,33,,
140404,1900,62,,
140404,2000,32,,
140404,2100,45,,
140404,2200,53,,
140404,2300,91,,
140405,0,120,,
140405,100,94,,
140405,200,24,,
140405,300,31,,
140405,400,14,,
140405,500,6,,
140405,600,8,,
140405,700,15,,
140405,800,26,,
140405,900,37,,
140405,1000,71,,
140405,1100,54,,
140405,1200,24,,
140405,1300,14,,
140405,1400,16,,
140405,1500,20,,
140405,1600,26,,
140405,1700,25,,
140405,1800,46,,
140405,1900,28,,
140405,2000,35,,
140405,2100,34,,
140405,2200,35,,
140405,2300,25,,
140406,0,22,,
140406,100,16,,
140406,200,11,,
140406,300,7,,
140406,400,8,,
140406,500,8,,
140406,600,11,,
140406,700,9,,
140406,800,21,,
140406,900,19,,
140406,1000,18,,
140406,1100,32,,
140406,1200,36,,
140406,1300,17,,
140406,1400,23,,
140406,1500,13,,
140406,1600,17,,
140406,1700,20,,
140406,1800,32,,
140406,1900,32,,
140406,2000,24,,
140406,2100,22,,
140406,2200,39,,
140406,2300,44,,
140407,0,33,,
140407,100,34,,
140407,200,27,,
140407,300,32,,
140407,400,37,,
140407,500,34,,
140407,600,63,,
140407,700,132,,
140407,800,85,,
140407,900,61,,
140407,1000,42,,
140407,1100,33,,
140407,1200,,,903
140407,1300,19,,
140407,1400,19,,
140407,1500,16,,
140407,1600,21,,
140407,1700,42,,
140407,1800,35,,
140407,1900,47,,
140407,2000,44,,
140407,2100,45,,
140407,2200,76,,
140407,2300,57,,
140408,0,39,,
140408,100,24,,
140408,200,12,,
140408,300,9,,
140408,400,11,,
140408,500,15,,
140408,600,30,,
140408,700,43,,
140408,800,35,,
140408,900,31,,
140408,1000,13,,
140408,1100,11,,
140408,1200,10,,
140408,1300,9,,
140408,1400,19,,
140408,1500,24,,
140408,1600,43,,
140408,1700,34,,
140408,1800,42,,
140408,1900,48,,
140408,2000,41,,
140408,2100,26,,
140408,2200,50,,
140408,2300,25,,
140409,0,27,,
140409,100,18,,
140409,200,16,,
140409,300,21,,
140409,400,12,,
140409,500,14,,
140409,600,24,,
140409,700,36,,
140409,800,52,,
140409,900,31,,
140409,1000,23,,
140409,1100,25,,
140409,1200,21,,
140409,1300,26,,
140409,1400,21,,
140409,1500,10,,
140409,1600,6,,
140409,1700,7,,
140409,1800,30,,
140409,1900,42,,
140409,2000,73,,
140409,2100,172,,
140409,2200,118,,
140409,2300,116,,
140410,0,38,,
140410,100,45,,
140410,200,13,,
140410,300,7,,
140410,400,8,,
140410,500,13,,
140410,600,25,,
140410,700,25,,
140410,800,33,,
140410,900,30,,
140410,1000,28,,
140410,1100,21,,
140410,1200,9,,
140410,1300,10,,
140410,1400,7,,
140410,1500,8,,
140410,1600,6,,
140410,1700,10,,
140410,1800,37,,
140410,1900,89,,
140410,2000,240,,
140410,2100,128,,
140410,2200,115,,
140410,2300,51,,
140411,0,17,,
140411,100,12,,
140411,200,13,,
140411,300,8,,
140411,400,8,,
140411,500,8,,
140411,600,7,,
140411,700,13,,
140411,800,13,,
140411,900,21,,
140411,1000,23,,
140411,1100,17,,
140411,1200,20,,
140411,1300,13,,
140411,1400,17,,
140411,1500,11,,
140411,1600,14,,
140411,1700,18,,
140411,1800,19,,
140411,1900,44,,
140411,2000,98,,
140411,2100,162,,
140411,2200,101,,
140411,2300,121,,
140412,0,74,,
140412,100,22,,
140412,200,23,,
140412,300,29,,
140412,400,25,,
140412,500,21,,
140412,600,34,,
140412,700,43,,
140412,800,59,,
140412,900,42,,
140412,1000,27,,
140412,1100,12,,
140412,1200,4,,
140412,1300,5,,
140412,1400,4,,
140412,1500,7,,
140412,1600,8,,
140412,1700,16,,
140412,1800,35,,
140412,1900,49,,
140412,2000,73,,
140412,2100,89,,
140412,2200,110,,
140412,2300,187,,
140413,0,103,,
140413,100,144,,
140413,200,130,,
140413,300,143,,
140413,400,106,,
140413,500,121,,
140413,600,42,,
140413,700,61,,
140413,800,60,,
140413,900,66,,
140413,1000,23,,
140413,1100,15,,
140413,1200,8,,
140413,1300,8,,
140413,1400,6,,
140413,1500,8,,
140413,1600,6,,
140413,1700,14,,
140413,1800,31,,
140413,1900,36,,
140413,2000,90,,
140413,2100,121,,
140413,2200,182,,
140413,2300,148,,
140414,0,75,,
140414,100,122,,
140414,200,76,,
140414,300,73,,
140414,400,46,,
140414,500,31,,
140414,600,35,,
140414,700,29,,
140414,800,38,,
140414,900,23,,
140414,1000,36,,
140414,1100,16,,
140414,1200,6,,
140414,1300,8,,
140414,1400,7,,
140414,1500,7,,
140414,1600,9,,
140414,1700,10,,
140414,1800,9,,
140414,1900,41,,
140414,2000,18,,
140414,2100,14,,
140414,2200,9,,
140414,2300,8,,
140415,0,4,,
140415,100,4,,
140415,200,4,,
140415,300,5,,
140415,400,13,,
140415,500,10,,
140415,600,28,,
140415,700,38,,
140415,800,33,,
140415,900,31,,
140415,1000,28,,
140415,1100,17,,
140415,1200,14,,
140415,1300,11,,
140415,1400,13,,
140415,1500,12,,
140415,1600,13,,
140415,1700,16,,
140415,1800,41,,
140415,1900,74,,
140415,2000,98,,
140415,2100,116,,
140415,2200,80,,
140415,2300,91,,
140416,0,28,,
140416,100,12,,
140416,200,9,,
140416,300,12,,
140416,400,7,,
140416,500,7,,
140416,600,16,,
140416,700,59,,
140416,800,52,,
140416,900,30,,
140416,1000,9,,
140416,1100,11,,
140416,1200,7,,
140416,1300,6,,
140416,1400,8,,
140416,1500,7,,
140416,1600,8,,
140416,1700,11,,
140416,1800,62,,
140416,1900,247,,
140416,2000,351,,
140416,2100,128,,
140416,2200,89,,
140416,2300,50,,
140417,0,31,,
140417,100,14,,
140417,200,25,,
140417,300,16,,
140417,400,16,,
140417,500,27,,
140417,600,36,,
140417,700,78,,
140417,800,64,,
140417,900,34,,
140417,1000,14,,
140417,1100,8,,
140417,1200,8,,
140417,1300,6,,
140417,1400,4,,
140417,1500,5,,
140417,1600,6,,
140417,1700,9,,
140417,1800,31,,
140417,1900,96,,
140417,2000,174,,
140417,2100,262,,
140417,2200,167,,
140417,2300,114,,
140418,0,92,,
140418,100,20,,
140418,200,25,,
140418,300,21,,
140418,400,16,,
140418,500,9,,
140418,600,11,,
140418,700,20,,
140418,800,25,,
140418,900,33,,
140418,1000,33,,
140418,1100,38,,
140418,1200,37,,
140418,1300,35,,
140418,1400,36,,
140418,1500,17,,
140418,1600,20,,
140418,1700,27,,
140418,1800,59,,
140418,1900,63,,
140418,2000,166,,
140418,2100,223,,
140418,2200,113,,
140418,2300,152,,
140419,0,180,,
140419,100,158,,
140419,200,77,,
140419,300,29,,
140419,400,18,,
140419,500,15,,
140419,600,7,,
140419,700,5,,
140419,800,10,,
140419,900,7,,
140419,1000,13,,
140419,1100,16,,
140419,1200,11,,
140419,1300,8,,
140419,1400,8,,
140419,1500,7,,
140419,1600,12,,
140419,1700,20,,
140419,1800,30,,
140419,1900,52,,
140419,2000,65,,
140419,2100,137,,
140419,2200,122,,
140419,2300,129,,
140420,0,135,,
140420,100,163,,
140420,200,86,,
140420,300,111,,
140420,400,102,,
140420,500,81,,
140420,600,64,,
140420,700,70,,
140420,800,61,,
140420,900,73,,
140420,1000,21,,
140420,1100,12,,
140420,1200,10,,
140420,1300,7,,
140420,1400,8,,
140420,1500,8,,
140420,1600,12,,
140420,1700,20,,
140420,1800,49,,
140420,1900,109,,
140420,2000,172,,
140420,2100,81,,
140420,2200,35,,
140420,2300,29,,
140421,0,19,,
140421,100,29,,
140421,200,22,,
140421,300,12,,
140421,400,6,,
140421,500,6,,
140421,600,11,,
140421,700,23,,
140421,800,26,,
140421,900,28,,
140421,1000,21,,
140421,1100,7,,
140421,1200,4,,
140421,1300,4,,
140421,1400,4,,
140421,1500,7,,
140421,1600,12,,
140421,1700,16,,
140421,1800,22,,
140421,1900,38,,
140421,2000,21,,
140421,2100,13,,
140421,2200,9,,
140421,2300,9,,
140422,0,6,,
140422,100,8,,
140422,200,6,,
140422,300,4,,
140422,400,4,,
140422,500,4,,
140422,600,4,,
140422,700,8,,
140422,800,10,,
140422,900,11,,
140422,1000,11,,
140422,1100,13,,
140422,1200,11,,
140422,1300,8,,
140422,1400,9,,
140422,1500,8,,
140422,1600,12,,
140422,1700,8,,
140422,1800,27,,
140422,1900,37,,
140422,2000,19,,
140422,2100,19,,
140422,2200,11,,
140422,2300,9,,
140423,0,6,,
140423,100,4,,
140423,200,4,,
140423,300,4,,
140423,400,4,,
140423,500,4,,
140423,600,7,,
140423,700,13,,
140423,800,22,,
140423,900,17,,
140423,1000,13,,
140423,1100,12,,
140423,1200,11,,
140423,1300,7,,
140423,1400,4,,
140423,1500,4,,
140423,1600,11,,
140423,1700,15,,
140423,1800,31,,
140423,1900,32,,
140423,2000,21,,
140423,2100,20,,
140423,2200,14,,
140423,2300,9,,
140424,0,12,,
140424,100,4,,
140424,200,4,,
140424,300,4,,
140424,400,5,,
140424,500,9,,
140424,600,9,,
140424,700,10,,
140424,800,13,,
140424,900,15,,
140424,1000,19,,
140424,1100,14,,
140424,1200,19,,
140424,1300,22,,
140424,1400,22,,
140424,1500,17,,
140424,1600,15,,
140424,1700,36,,
140424,1800,199,,
140424,1900,70,,
140424,2000,50,,
140424,2100,107,,
140424,2200,141,,
140424,2300,183,,
140425,0,118,,
140425,100,100,,
140425,200,85,,
140425,300,68,,
140425,400,52,,
140425,500,28,,
140425,600,28,,
140425,700,16,,
140425,800,27,,
140425,900,25,,
140425,1000,25,,
140425,1100,28,,
140425,1200,39,,
140425,1300,40,,
140425,1400,16,,
140425,1500,24,,
140425,1600,22,,
140425,1700,27,,
140425,1800,126,,
140425,1900,199,,
140425,2000,290,,
140425,2100,77,,
140425,2200,44,,
140425,2300,37,,
140426,0,24,,
140426,100,26,,
140426,200,21,,
140426,300,18,,
140426,400,25,,
140426,500,22,,
140426,600,20,,
140426,700,31,,
140426,800,62,,
140426,900,57,,
140426,1000,36,,
140426,1100,22,,
140426,1200,25,,
140426,1300,18,,
140426,1400,31,,
140426,1500,26,,
140426,1600,29,,
140426,1700,42,,
140426,1800,50,,
140426,1900,71,,
140426,2000,29,,
140426,2100,56,,
140426,2200,93,,
140426,2300,83,,
140427,0,68,,
140427,100,18,,
140427,200,18,,
140427,300,16,,
140427,400,30,,
140427,500,45,,
140427,600,58,,
140427,700,20,,
140427,800,22,,
140427,900,24,,
140427,1000,48,,
140427,1100,18,,
140427,1200,9,,
140427,1300,7,,
140427,1400,7,,
140427,1500,5,,
140427,1600,9,,
140427,1700,25,,
140427,1800,132,,
140427,1900,291,,
140427,2000,308,,
